"sequence","category","product_hint","source_filename","file_name","relative_path","public_url","bytes","sha256"
"00108","banners-e-sinalizacao","display porta cartoes 59x80mm em acrilico sem impressao sem enobrecimento","00108_524x524-1-display-porta-cartoes-59x80mm-em-acrilico-sem-impressao-sem-enobrecimento_14767_292.webp","00108-display-porta-cartoes-59x80mm-em-acrilico-sem-impressao.webp","banners-e-sinalizacao/00108-display-porta-cartoes-59x80mm-em-acrilico-sem-impressao.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00108-display-porta-cartoes-59x80mm-em-acrilico-sem-impressao.webp","8064","3b17247b281b7ffb2e063186416ffdc34d75080cf1acc5025281ba072e3d912b"
"00109","banners-e-sinalizacao","eco banner 700x1000mm em tecido poliester 98g 4x0 impressao ultra hd sublimatica bastao e cordao costurada","00109_524x524-1-eco-banner-700x1000mm-em-tecido-poliester-98g-4x0-impressao-ultra-hd-sublimatica-bastao-e-cordao-costurada_102077_499.we","00109-eco-banner-700x1000mm-em-tecido-poliester-98g-4x0-impre.webp","banners-e-sinalizacao/00109-eco-banner-700x1000mm-em-tecido-poliester-98g-4x0-impre.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00109-eco-banner-700x1000mm-em-tecido-poliester-98g-4x0-impre.webp","5800","dd64a9f5e81945c52c962e23ef97fced14edb1555433157c1a0c723c45a2a20a"
"00110","banners-e-sinalizacao","eco faixa 1000x700mm em tecido poliester 98g 4x0 impressao ultra hd sublimatica bastao e cordao costurada","00110_524x524-1-eco-faixa-1000x700mm-em-tecido-poliester-98g-4x0-impressao-ultra-hd-sublimatica-bastao-e-cordao-costurada_102090_397.web","00110-eco-faixa-1000x700mm-em-tecido-poliester-98g-4x0-impres.webp","banners-e-sinalizacao/00110-eco-faixa-1000x700mm-em-tecido-poliester-98g-4x0-impres.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00110-eco-faixa-1000x700mm-em-tecido-poliester-98g-4x0-impres.webp","5732","138bb039671637807e39e6aacf41211c8ed9fcdd00260fc59c6b9f16bf163582"
"00111","diversos","estojo escolar personalizado 60x200x65mm em tecido cordoba light 4x0 impressao ultra hd sublimatica costura","00111_524x524-1-estojo-escolar-personalizado-60x200x65mm-em-tecido-cordoba-light-4x0-impressao-ultra-hd-sublimatica-costura_129981.webp","00111-estojo-escolar-personalizado-60x200x65mm-em-tecido-cord.webp","diversos/00111-estojo-escolar-personalizado-60x200x65mm-em-tecido-cord.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00111-estojo-escolar-personalizado-60x200x65mm-em-tecido-cord.webp","12926","8c813832d2a4afdbeb393b213a75d1dfc523d200c8ac1cfc82c4378575b1fcb2"
"00112","banners-e-sinalizacao","expositor display 03 niveis 200x300x1078mm em polionda branca 4mm 750g 4x0 sem enobrecimento corte e vinco digital","00112_524x524-1-expositor-display-03-niveis-200x300x1078mm-em-polionda-branca-4mm-750g-4x0-sem-enobrecimento-corte-e-vinco-digital_11154","00112-expositor-display-03-niveis-200x300x1078mm-em-polionda.webp","banners-e-sinalizacao/00112-expositor-display-03-niveis-200x300x1078mm-em-polionda.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00112-expositor-display-03-niveis-200x300x1078mm-em-polionda.webp","11512","a73f6726d81fd957b76db98e2807a0515e5fcd834b0e5f87bf8e5db268b32c9f"
"00113","banners-e-sinalizacao","expositor display 03 prateleiras 270x500x1500mm em polionda branca 4mm 750g 4x0 sem enobrecimento corte e vinco digital_","00113_524x524-1-expositor-display-03-prateleiras-270x500x1500mm-em-polionda-branca-4mm-750g-4x0-sem-enobrecimento-corte-e-vinco-digital_","00113-expositor-display-03-prateleiras-270x500x1500mm-em-poli.webp","banners-e-sinalizacao/00113-expositor-display-03-prateleiras-270x500x1500mm-em-poli.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00113-expositor-display-03-prateleiras-270x500x1500mm-em-poli.webp","11450","db6e88022a485414c745d39cb0e080729a956eea45c53c985439b32462a979ff"
"00114","diversos","expositor estante 03 prateleiras 207x404x804mm em polionda branca 4mm 750g 4x0 sem enobrecimento corte e vinco digital","00114_524x524-1-expositor-estante-03-prateleiras-207x404x804mm-em-polionda-branca-4mm-750g-4x0-sem-enobrecimento-corte-e-vinco-digital_1","00114-expositor-estante-03-prateleiras-207x404x804mm-em-polio.webp","diversos/00114-expositor-estante-03-prateleiras-207x404x804mm-em-polio.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00114-expositor-estante-03-prateleiras-207x404x804mm-em-polio.webp","11894","6956d9caf9c935e2400da305cf514dee113deb5baac9e8404a36b8680f057b5a"
"00115","diversos","expositor estante 05 prateleiras 141x304x902mm em polionda branca 4mm 750g 4x0 sem enobrecimento corte e vinco digital","00115_524x524-1-expositor-estante-05-prateleiras-141x304x902mm-em-polionda-branca-4mm-750g-4x0-sem-enobrecimento-corte-e-vinco-digital_1","00115-expositor-estante-05-prateleiras-141x304x902mm-em-polio.webp","diversos/00115-expositor-estante-05-prateleiras-141x304x902mm-em-polio.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00115-expositor-estante-05-prateleiras-141x304x902mm-em-polio.webp","10700","8a8bcda89fe6f1eb4f5eb4c9bbd5f421d1bed5311a6847186d5e29d3b875fd4f"
"00116","banners-e-sinalizacao","faixa 400x2000mm em lona brilho 340g 4x0 sem enobrecimento bastao cordao e 4 ilhoses","00116_524x524-1-faixa-400x2000mm-em-lona-brilho-340g-4x0-sem-enobrecimento-bastao-cordao-e-4-ilhoses_22873_619.webp","00116-faixa-400x2000mm-em-lona-brilho-340g-4x0-sem-enobrecime.webp","banners-e-sinalizacao/00116-faixa-400x2000mm-em-lona-brilho-340g-4x0-sem-enobrecime.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00116-faixa-400x2000mm-em-lona-brilho-340g-4x0-sem-enobrecime.webp","5124","444230280b7469d94be9a6a824e72a5f05fdd499f0c2f926d057c411b76972fe"
"00117","banners-e-sinalizacao","faixa cachecol 1450x160mm em tecido taffeta 4x0 impressao ultra hd sublimatica costura","00117_524x524-1-faixa-cachecol-1450x160mm-em-tecido-taffeta-4x0-impressao-ultra-hd-sublimatica-costura_135480.webp","00117-faixa-cachecol-1450x160mm-em-tecido-taffeta-4x0-impress.webp","banners-e-sinalizacao/00117-faixa-cachecol-1450x160mm-em-tecido-taffeta-4x0-impress.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00117-faixa-cachecol-1450x160mm-em-tecido-taffeta-4x0-impress.webp","19074","18b949fa867191e09c2a79f74ea71779696bb30bd888b4c4d868566c7089e556"
"00118","banners-e-sinalizacao","faixa de mao personalizada 700x200mm em tecido poliester 98g 4x0 impressao ultra hd sublimatica costura","00118_524x524-1-faixa-de-mao-personalizada-700x200mm-em-tecido-poliester-98g-4x0-impressao-ultra-hd-sublimatica-costura_132883_735.webp","00118-faixa-de-mao-personalizada-700x200mm-em-tecido-polieste.webp","banners-e-sinalizacao/00118-faixa-de-mao-personalizada-700x200mm-em-tecido-polieste.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00118-faixa-de-mao-personalizada-700x200mm-em-tecido-polieste.webp","15618","a42b272b757ef9a0d4ed2ae7373c03959cd474a0b92e0c562b30d1df816b29d1"
"00119","banners-e-sinalizacao","faixa decorativa 1200x150mm em vinil branco fosco 120g 4x0 sem enobrecimento refile","00119_524x524-1-faixa-decorativa-1200x150mm-em-vinil-branco-fosco-120g-4x0-sem-enobrecimento-refile_71659_889.webp","00119-faixa-decorativa-1200x150mm-em-vinil-branco-fosco-120g.webp","banners-e-sinalizacao/00119-faixa-decorativa-1200x150mm-em-vinil-branco-fosco-120g.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/banners-e-sinalizacao/00119-faixa-decorativa-1200x150mm-em-vinil-branco-fosco-120g.webp","9764","95afa5ef625dee8674a0b2c79e37810fdca204abe21ab76920a241bda09e3a8b"
"00120","diversos","fita de cetim personalizada 5000x100x15mm em poliester amarelo 1x0 impressao termica rolo 50m largura 15cm","00120_524x524-1-fita-de-cetim-personalizada-5000x100x15mm-em-poliester-amarelo-1x0-impressao-termica-rolo-50m-largura-15cm_122772.webp","00120-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","diversos/00120-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00120-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","8252","edeee0eead11bb20f202a230fb80417663f0967b3fd94760ae87c78b3fbe152a"
"00121","diversos","fita de cetim personalizada 5000x100x15mm em poliester preto 1x0 impressao termica rolo 50m largura 15cm","00121_524x524-1-fita-de-cetim-personalizada-5000x100x15mm-em-poliester-preto-1x0-impressao-termica-rolo-50m-largura-15cm_122799.webp","00121-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","diversos/00121-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00121-fita-de-cetim-personalizada-5000x100x15mm-em-poliester.webp","8594","3a57d7d642ebf922cca2422edf28b8031bc55a2e6c0b3e63255dc6f0d9c9e35f"
"00122","diversos","fone de ouvido 63x63mm em plastico 4x0 sem enobrecimento personalizado","00122_524x524-1-fone-de-ouvido-63x63mm-em-plastico-4x0-sem-enobrecimento-personalizado_33879_699.webp","00122-fone-de-ouvido-63x63mm-em-plastico-4x0-sem-enobreciment.webp","diversos/00122-fone-de-ouvido-63x63mm-em-plastico-4x0-sem-enobreciment.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00122-fone-de-ouvido-63x63mm-em-plastico-4x0-sem-enobreciment.webp","10544","67db3df1165097b31006c3df5aa3309094c7dad7e7f9ee548d1a48996046d890"
"00123","personalizados-e-brindes","garrafa 500ml 236x236x220mm em plastico cristal rosa 4x0 impressao digital uv modelo padrao","00123_524x524-1-garrafa-500ml-236x236x220mm-em-plastico-cristal-rosa-4x0-impressao-digital-uv-modelo-padrao_93400.webp","00123-garrafa-500ml-236x236x220mm-em-plastico-cristal-rosa-4x.webp","personalizados-e-brindes/00123-garrafa-500ml-236x236x220mm-em-plastico-cristal-rosa-4x.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/personalizados-e-brindes/00123-garrafa-500ml-236x236x220mm-em-plastico-cristal-rosa-4x.webp","4864","66605f472b7462a593082f26c3d273a0972f02caf7e678acad4ce754e9622aa5"
"00124","personalizados-e-brindes","garrafa aluminio sem canudo 600ml 73x210mm em garrafa aluminio sem canudo 600ml rose 1x0 gravacao laser modelo padrao","00124_524x524-1-garrafa-aluminio-sem-canudo-600ml-73x210mm-em-garrafa-aluminio-sem-canudo-600ml-rose-1x0-gravacao-laser-modelo-padrao_13","00124-garrafa-aluminio-sem-canudo-600ml-73x210mm-em-garrafa-a.webp","personalizados-e-brindes/00124-garrafa-aluminio-sem-canudo-600ml-73x210mm-em-garrafa-a.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/personalizados-e-brindes/00124-garrafa-aluminio-sem-canudo-600ml-73x210mm-em-garrafa-a.webp","5180","a28834ab50a542ad70dcde1ae58264ebcc4aa433829631563c191f5f088b389c"
"00125","personalizados-e-brindes","garrafa termica 500ml 71x71x265mm em aco inox branco 1x0 gravacao laser modelo padrao","00125_524x524-1-garrafa-termica-500ml-71x71x265mm-em-aco-inox-branco-1x0-gravacao-laser-modelo-padrao_93716.webp","00125-garrafa-termica-500ml-71x71x265mm-em-aco-inox-branco-1x.webp","personalizados-e-brindes/00125-garrafa-termica-500ml-71x71x265mm-em-aco-inox-branco-1x.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/personalizados-e-brindes/00125-garrafa-termica-500ml-71x71x265mm-em-aco-inox-branco-1x.webp","3292","944cbccfc2c17b053236c76240c37217a7559d84de9c0452caac7aed328818ba"
"00126","personalizados-e-brindes","garrafa termica flip straw 900ml com tampa e canudo 100x270mm em aco inox azul claro 1x0 gravacao laser modelo padrao","00126_524x524-1-garrafa-termica-flip-straw-900ml-com-tampa-e-canudo-100x270mm-em-aco-inox-azul-claro-1x0-gravacao-laser-modelo-padrao_93","00126-garrafa-termica-flip-straw-900ml-com-tampa-e-canudo-100.webp","personalizados-e-brindes/00126-garrafa-termica-flip-straw-900ml-com-tampa-e-canudo-100.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/personalizados-e-brindes/00126-garrafa-termica-flip-straw-900ml-com-tampa-e-canudo-100.webp","4914","f4b468686ac41353f65c604d6e1d95c154eade1d34381bdcb9b9c1f8dc6e8c13"
"00127","personalizados-e-brindes","guarda chuva personalizado 1260x940mm em nylon roxo 5x0 impressao dtf textil modelo padrao","00127_524x524-1-guarda-chuva-personalizado-1260x940mm-em-nylon-roxo-5x0-impressao-dtf-textil-modelo-padrao_376671.webp","00127-guarda-chuva-personalizado-1260x940mm-em-nylon-roxo-5x0.webp","personalizados-e-brindes/00127-guarda-chuva-personalizado-1260x940mm-em-nylon-roxo-5x0.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/personalizados-e-brindes/00127-guarda-chuva-personalizado-1260x940mm-em-nylon-roxo-5x0.webp","6826","3f63c331a8234bffd48b843a0fbbeca2dd28081975236e998fce3ca1c6624cd5"
"00128","diversos","jaqueta corta vento boss 540x690mm em tecido tactel 4x0 impressao ultra hd sublimatica tamanho p costura","00128_524x524-1-jaqueta-corta-vento-boss-540x690mm-em-tecido-tactel-4x0-impressao-ultra-hd-sublimatica-tamanho-p-costura_116554.webp","00128-jaqueta-corta-vento-boss-540x690mm-em-tecido-tactel-4x0.webp","diversos/00128-jaqueta-corta-vento-boss-540x690mm-em-tecido-tactel-4x0.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00128-jaqueta-corta-vento-boss-540x690mm-em-tecido-tactel-4x0.webp","18584","3ac06b19e74b6fb9118df1ee306586788291562b4b1983170a6e3c4269493132"
"00129","diversos","jaqueta corta vento misty 540x690mm em tecido tactel 4x0 impressao ultra hd sublimatica tamanho p costura","00129_524x524-1-jaqueta-corta-vento-misty-540x690mm-em-tecido-tactel-4x0-impressao-ultra-hd-sublimatica-tamanho-p-costura_119135.webp","00129-jaqueta-corta-vento-misty-540x690mm-em-tecido-tactel-4x.webp","diversos/00129-jaqueta-corta-vento-misty-540x690mm-em-tecido-tactel-4x.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00129-jaqueta-corta-vento-misty-540x690mm-em-tecido-tactel-4x.webp","15132","46fbd5df4b8a6b1783d5961927f3b8eef5033ea0b142c91a4aff04b0779b62a8"
"00130","diversos","kit churrasco personalizado 5 pecas 38x111x354mm em talheres aco inox estojo nylon 1x0 gravacao laser modelo padrao","00130_524x524-1-kit-churrasco-personalizado-5-pecas-38x111x354mm-em-talheres-aco-inox-estojo-nylon-1x0-gravacao-laser-modelo-padrao_1311","00130-kit-churrasco-personalizado-5-pecas-38x111x354mm-em-tal.webp","diversos/00130-kit-churrasco-personalizado-5-pecas-38x111x354mm-em-tal.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00130-kit-churrasco-personalizado-5-pecas-38x111x354mm-em-tal.webp","14508","df4bd5fb6c5e5157d461342ebc7470d65520c5ddac89e28cb8bdaf6e2d6908bd"
"00131","calendarios-e-agendas","kit de amostra agenda escolar 145x205mm em pasta 250g 4x0 sem enobrecimento modelo padrao","00131_524x524-1-kit-de-amostra-agenda-escolar-145x205mm-em-pasta-250g-4x0-sem-enobrecimento-modelo-padrao_14652.webp","00131-kit-de-amostra-agenda-escolar-145x205mm-em-pasta-250g-4.webp","calendarios-e-agendas/00131-kit-de-amostra-agenda-escolar-145x205mm-em-pasta-250g-4.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00131-kit-de-amostra-agenda-escolar-145x205mm-em-pasta-250g-4.webp","25208","2983bce55ee407b9e5ae57b11f46d2e5b85ba933ef705bfc7807f4b8523b5fcf"
"00132","diversos","kit de amostra bijuterias 199x283mm em pasta 250g 4x0 sem enobrecimento modelo padrao","00132_524x524-1-kit-de-amostra-bijuterias-199x283mm-em-pasta-250g-4x0-sem-enobrecimento-modelo-padrao_48798_427.webp","00132-kit-de-amostra-bijuterias-199x283mm-em-pasta-250g-4x0-s.webp","diversos/00132-kit-de-amostra-bijuterias-199x283mm-em-pasta-250g-4x0-s.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00132-kit-de-amostra-bijuterias-199x283mm-em-pasta-250g-4x0-s.webp","14546","717ef6ed6ea27558278996404521ac5ccce1d8f9d936367d0455972a79f994f8"
"00133","calendarios-e-agendas","kit de amostra caderno personalizado 200x275mm em sulfite 75g 4x0 sem enobrecimento contem modelo laranja e modelo azul_","00133_524x524-1-kit-de-amostra-caderno-personalizado-200x275mm-em-sulfite-75g-4x0-sem-enobrecimento-contem-modelo-laranja-e-modelo-azul_","00133-kit-de-amostra-caderno-personalizado-200x275mm-em-sulfi.webp","calendarios-e-agendas/00133-kit-de-amostra-caderno-personalizado-200x275mm-em-sulfi.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00133-kit-de-amostra-caderno-personalizado-200x275mm-em-sulfi.webp","12586","e81491977cd3faf0a084de822ef432bd66170ac7282295235051855ff2abd8d6"
"00134","embalagens","kit de amostra caixa almofada 225x310mm em pasta 250g 4x0 sem enobrecimento","00134_524x524-1-kit-de-amostra-caixa-almofada-225x310mm-em-pasta-250g-4x0-sem-enobrecimento_28638_221.webp","00134-kit-de-amostra-caixa-almofada-225x310mm-em-pasta-250g-4.webp","embalagens/00134-kit-de-amostra-caixa-almofada-225x310mm-em-pasta-250g-4.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/embalagens/00134-kit-de-amostra-caixa-almofada-225x310mm-em-pasta-250g-4.webp","29546","1a4b8a52fe3b5b19dc5362d2251afe3dc8437ee7f66d3cb23791c5cf0030824b"
"00135","calendarios-e-agendas","kit de amostra calendarios e folhinhas 225x310mm em pasta 250g 4x0 sem enobrecimento modelo padrao","00135_524x524-1-kit-de-amostra-calendarios-e-folhinhas-225x310mm-em-pasta-250g-4x0-sem-enobrecimento-modelo-padrao_16277_870.webp","00135-kit-de-amostra-calendarios-e-folhinhas-225x310mm-em-pas.webp","calendarios-e-agendas/00135-kit-de-amostra-calendarios-e-folhinhas-225x310mm-em-pas.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00135-kit-de-amostra-calendarios-e-folhinhas-225x310mm-em-pas.webp","24048","c7ab7633a5e213c6923c49e5b749232255691d53716b16e2bee718f8f4973786"
"00136","vestuario","kit de amostra camisetas 210x297mm em algodao 100g 4x0 meio corte personalizado contem modelo pmgxg","00136_524x524-1-kit-de-amostra-camisetas-210x297mm-em-algodao-100g-4x0-meio-corte-personalizado-contem-modelo-pmgxg_15850_243.webp","00136-kit-de-amostra-camisetas-210x297mm-em-algodao-100g-4x0.webp","vestuario/00136-kit-de-amostra-camisetas-210x297mm-em-algodao-100g-4x0.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/vestuario/00136-kit-de-amostra-camisetas-210x297mm-em-algodao-100g-4x0.webp","13302","85723fb446b631db35306bed7e4856b616075eb83b6a6ef6d62bbbffe94fffc9"
"00137","diversos","kit de amostra odontologico 225x310mm em pasta 250g 4x0 sem enobrecimento modelo padrao","00137_524x524-1-kit-de-amostra-odontologico-225x310mm-em-pasta-250g-4x0-sem-enobrecimento-modelo-padrao_25665_409.webp","00137-kit-de-amostra-odontologico-225x310mm-em-pasta-250g-4x0.webp","diversos/00137-kit-de-amostra-odontologico-225x310mm-em-pasta-250g-4x0.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00137-kit-de-amostra-odontologico-225x310mm-em-pasta-250g-4x0.webp","16808","8a27f7427efffdb29e3b0beef4fab0a0378800e1bc115bb51f6679bbd1b2953f"
"00138","diversos","kit de amostra revendedor 225x310mm em pasta 250g 4x0 sem enobrecimento modelo padrao","00138_524x524-1-kit-de-amostra-revendedor-225x310mm-em-pasta-250g-4x0-sem-enobrecimento-modelo-padrao_25264_923.webp","00138-kit-de-amostra-revendedor-225x310mm-em-pasta-250g-4x0-s.webp","diversos/00138-kit-de-amostra-revendedor-225x310mm-em-pasta-250g-4x0-s.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00138-kit-de-amostra-revendedor-225x310mm-em-pasta-250g-4x0-s.webp","10340","67b7a07a83395b45ad75adbd61cd7f6b159b84dab3c60ecfee5a0015b48521a4"
"00139","cartoes-e-papelaria","kit de amostra tag personalizada 60x35x90mm em diversos 4x4 sem enobrecimento modelo padrao","00139_524x524-1-kit-de-amostra-tag-personalizada-60x35x90mm-em-diversos-4x4-sem-enobrecimento-modelo-padrao_58490_545.webp","00139-kit-de-amostra-tag-personalizada-60x35x90mm-em-diversos.webp","cartoes-e-papelaria/00139-kit-de-amostra-tag-personalizada-60x35x90mm-em-diversos.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/cartoes-e-papelaria/00139-kit-de-amostra-tag-personalizada-60x35x90mm-em-diversos.webp","11956","46000e03dbfee9a696783a72e6e59e61a02f013d2bf232909efe91e9063ceda7"
"00140","adesivos-e-rotulos","kit de etiquetas para material escolar 218x318mm em vinil branco brilho 120g 4x0 sem enobrecimento meio corte padrao","00140_524x524-1-kit-de-etiquetas-para-material-escolar-218x318mm-em-vinil-branco-brilho-120g-4x0-sem-enobrecimento-meio-corte-padrao_510","00140-kit-de-etiquetas-para-material-escolar-218x318mm-em-vin.webp","adesivos-e-rotulos/00140-kit-de-etiquetas-para-material-escolar-218x318mm-em-vin.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/adesivos-e-rotulos/00140-kit-de-etiquetas-para-material-escolar-218x318mm-em-vin.webp","46574","4fa83b6be51ac730676af97814662e744f4df92946e956156dd3805ba789f6b3"
"00141","festas-e-eventos","kit festa personalizado 1500x1500mm em tecido helanca light 4x0 sem enobrecimento costura overloque com elastico embalag","00141_524x524-1-kit-festa-personalizado-1500x1500mm-em-tecido-helanca-light-4x0-sem-enobrecimento-costura-overloque-com-elastico-embalag","00141-kit-festa-personalizado-1500x1500mm-em-tecido-helanca-l.webp","festas-e-eventos/00141-kit-festa-personalizado-1500x1500mm-em-tecido-helanca-l.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/festas-e-eventos/00141-kit-festa-personalizado-1500x1500mm-em-tecido-helanca-l.webp","16690","2023b9aff90e09a1175c66f7a42b8190ec28f57848a4c70563d4d018b3d79182"
"00142","diversos","kit marca texto multicores 40x55mm em plastico 4x0 sem enobrecimento personalizado","00142_524x524-1-kit-marca-texto-multicores-40x55mm-em-plastico-4x0-sem-enobrecimento-personalizado_31169_346.webp","00142-kit-marca-texto-multicores-40x55mm-em-plastico-4x0-sem.webp","diversos/00142-kit-marca-texto-multicores-40x55mm-em-plastico-4x0-sem.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/diversos/00142-kit-marca-texto-multicores-40x55mm-em-plastico-4x0-sem.webp","8418","3ec7898b385d4383173683ba86d6c449e66cc207dbdf61981c63d7a9ad433f98"
"00143","calendarios-e-agendas","livro de colorir a5 caderno de desenho pintura 210x148mm em capa dura e miolo em sulfite 180g 1x0 laminacao fosca frente","00143_524x524-1-livro-de-colorir-a5-caderno-de-desenho-pintura-210x148mm-em-capa-dura-e-miolo-em-sulfite-180g-1x0-laminacao-fosca-frente","00143-livro-de-colorir-a5-caderno-de-desenho-pintura-210x148m.webp","calendarios-e-agendas/00143-livro-de-colorir-a5-caderno-de-desenho-pintura-210x148m.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00143-livro-de-colorir-a5-caderno-de-desenho-pintura-210x148m.webp","17578","aeb31af89c37880d6f7f2a86c49b0b0c7b3e2dc732d3699e9ee4cd037225a594"
"00144","calendarios-e-agendas","livro de colorir a5 caderno de desenho pintura conjunto caneta marcador ponta dupla 48 cores 210x148mm em capa dura e mi","00144_524x524-1-livro-de-colorir-a5-caderno-de-desenho-pintura-conjunto-caneta-marcador-ponta-dupla-48-cores-210x148mm-em-capa-dura-e-mi","00144-livro-de-colorir-a5-caderno-de-desenho-pintura-conjunto.webp","calendarios-e-agendas/00144-livro-de-colorir-a5-caderno-de-desenho-pintura-conjunto.webp","https://raw.githubusercontent.com/copyeprintlaranjeiras-droid/copy-e-print-assets/main/home/produtos/catalogo-futuraim/calendarios-e-agendas/00144-livro-de-colorir-a5-caderno-de-desenho-pintura-conjunto.webp","23150","d0523b1f9f6e5e84b9415471c7fc62ef98e89cd2af54481568c25b6f8d7e2351"
